,page_url,property_type,price,location,city,baths,area_marla,area_sqft,bedrooms
3165,https://www.zameen.com/Property/islamabad_gulshan_e_khudadad_studio_fully_furnished_with_amenities_for_rent-16012984-453-4.html,Flat,33000,Gulshan-e-Khudadad,Islamabad,1,2.7,735.08,1
3166,https://www.zameen.com/Property/islamabad_bhara_kahu_flat_is_available_for__rent__-16020091-156-4.html,Flat,18000,Bhara kahu,Islamabad,2,24.0,6534.02,2
3167,https://www.zameen.com/Property/f_11_f_11_1_abudhbi_tower_ground_floor_2_bed_apartment_for_rent-16020457-3282-4.html,Flat,55000,F-11,Islamabad,3,8.9,2423.03,2
3168,https://www.zameen.com/Property/g_8_g_8_4_islamabad_ground_floor_flat_for_rent_pha-16025000-3379-4.html,Flat,50000,G-8,Islamabad,2,3.6,980.1,2
3169,https://www.zameen.com/Property/g_11_g_11_3_pha_c_type_flat_for_rent_in_g_11_3_real_pics_are_attached-16025678-3332-4.html,Flat,33000,G-11,Islamabad,2,4.9,1334.03,3
3170,https://www.zameen.com/Property/g_11_g_11_markaz_corner_studio_flat_investor_price_for_sale_ideal_location_margalla_facing_g_11_markaz-16026127-3334-1.html,Flat,7000000,G-11,Islamabad,1,2.0,544.5,1
3171,https://www.zameen.com/Property/h_13_zara_heights_studio_apartment_for_sale-16030961-11996-1.html,Flat,3200000,H-13,Islamabad,1,2.1,571.73,1
3172,https://www.zameen.com/Property/islamabad_f_11_apartment_is_available_for_sale-16038243-163-1.html,Flat,33000000,F-11,Islamabad,0,5.0,1361.25,3
3173,https://www.zameen.com/Property/islamabad_f_11_apartment_is_available_for_sale-16038249-163-1.html,Flat,7600000,F-11,Islamabad,0,4.0,1089.0,2
3174,https://www.zameen.com/Property/islamabad_e_11_2_bed_ground_floor_apartment_for_sale-16044401-329-1.html,Flat,6000000,E-11,Islamabad,2,4.1,1116.23,2
3175,https://www.zameen.com/Property/g_15_g_15_markaz_flat_for_sale_in_g_15_markaz_islamabad-16047600-3352-1.html,Flat,2800000,G-15,Islamabad,2,3.1,843.98,2
3176,https://www.zameen.com/Property/zaraj_housing_scheme_rania_heights_flat_is_available_for_sale_rania_heights-16048252-9709-1.html,Flat,3000000,Zaraj Housing Scheme,Islamabad,2,4.1,1116.23,2
3177,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_sector_c_flat_for_sale_at_good_location-16049082-11973-1.html,Flat,4800000,Bahria Town,Islamabad,1,3.2,871.2,1
3178,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_defence_executives_apartment_for_sale-16050091-9615-1.html,Flat,7100000,DHA Defence,Islamabad,2,6.8,1851.31,2
3179,https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_twin_tower_flat_is_available_for_sale-16050165-8312-1.html,Flat,5382000,Gulberg,Islamabad,0,2.7,735.08,1
3180,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_defence_executives_apartment_for_sale-16050471-9615-1.html,Flat,11500000,DHA Defence,Islamabad,3,9.1,2477.48,3
3181,https://www.zameen.com/Property/islamabad_f_11_beautiful_lush_4_beds_apartment_in_f_11_islamabad_full_furnished-16052338-163-1.html,Flat,27500000,F-11,Islamabad,4,12.0,3267.01,4
3182,https://www.zameen.com/Property/islamabad_f_10_park_tower_flat_for_sale-16054591-162-1.html,Flat,14500000,F-10,Islamabad,3,8.0,2178.01,3
3183,https://www.zameen.com/Property/islamabad_f_11_al_safa_2_highites_f_11_flat_for_sale-16055453-163-1.html,Flat,25000000,F-11,Islamabad,3,12.2,3321.46,3
3184,https://www.zameen.com/Property/islamabad_f_11_al_safa_hightes_2_flat_or_sale_in_f_11-16055586-163-1.html,Flat,12000000,F-11,Islamabad,2,7.8,2123.56,2
3185,https://www.zameen.com/Property/islamabad_f_10_f_10_al_mustafa_tower_luxury_apartment_for_sale-16060636-162-1.html,Flat,12500000,F-10,Islamabad,4,9.3,2531.93,3
3186,https://www.zameen.com/Property/gulberg_gulberg_business_park_1_bed_flat_for_sale_gulberg_green_islamabad-16061981-11451-1.html,Flat,3045000,Gulberg,Islamabad,1,1.9,517.28,1
3187,https://www.zameen.com/Property/gulberg_gulberg_business_park_1_bed_flat_gulberg_green_islamabad_installments_invest_in_your_future_commercial_hub_business_park-16062253-11451-1.html,Flat,3045000,Gulberg,Islamabad,1,1.9,517.28,1
3188,https://www.zameen.com/Property/gulberg_gulberg_business_park_2_bed_flat_gulberg_green_islamabad_installments_invest_in_your_future-16062512-11451-1.html,Flat,6622000,Gulberg,Islamabad,2,4.2,1143.45,2
3189,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_one_bed_apartment_is_available_for_sale-16063100-9913-1.html,Flat,4700000,DHA Defence,Islamabad,1,4.3,1170.68,1
3190,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_one_bed_apartment_is_available_for_sale-16063101-9913-1.html,Flat,4700000,DHA Defence,Islamabad,1,4.3,1170.68,1
3191,https://www.zameen.com/Property/f_11_park_avenue_3_bed_furnished_corner_flat_available_for_rent_in_park_avenue_f_11_islamabad-16036415-10657-4.html,Flat,125000,F-11,Islamabad,3,14.2,3865.96,3
3192,https://www.zameen.com/Property/islamabad_f_11_lower_ground_furnished_apartment_is_available_for_rent-16038241-163-4.html,Flat,40000,F-11,Islamabad,0,5.0,1361.25,0
3193,https://www.zameen.com/Property/islamabad_f_11_2nd_floor_furnished_apartment_is_available_for_rent-16038242-163-4.html,Flat,65000,F-11,Islamabad,0,4.0,1089.0,0
3194,https://www.zameen.com/Property/islamabad_f_11_apartment_is_available_for_rent-16038244-163-4.html,Flat,110000,F-11,Islamabad,0,5.0,1361.25,3
3195,https://www.zameen.com/Property/islamabad_f_11_furnished_apartment_is_available_for_rent-16038245-163-4.html,Flat,85000,F-11,Islamabad,0,4.0,1089.0,2
3196,https://www.zameen.com/Property/islamabad_e_11_apartment_is_available_for_rent-16038247-329-4.html,Flat,45000,E-11,Islamabad,0,10.0,2722.51,0
3197,https://www.zameen.com/Property/islamabad_diplomatic_enclave_flat_is_available_for_rent-16040962-429-4.html,Flat,100000,Diplomatic Enclave,Islamabad,0,3.6,980.1,2
3198,https://www.zameen.com/Property/i_8_i_8_3_flat_for_rent_i_8_3_sangam_market_2_bed_for_bachelor__doctors-16047357-3443-4.html,Flat,33000,I-8,Islamabad,1,5.3,1442.93,2
3199,https://www.zameen.com/Property/e_11_al_sahib_heights_fully_furnished_new_studio_apartment-16047964-10532-4.html,Flat,22000,E-11,Islamabad,1,1.1,299.48,1
3200,https://www.zameen.com/Property/islamabad_g_5_diplomatic_enclave_studio_apartment_fully_furnished_renovated_for_rent-16054981-328-4.html,Flat,50000,G-5,Islamabad,1,2.7,735.08,1
3201,https://www.zameen.com/Property/f_8_the_centaurus_centaoures_luxury_apartment_beautiful_view-16055452-8349-4.html,Flat,165000,F-8,Islamabad,4,9.0,2450.26,2
3202,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_flat_for_rent_in_dha_2_al_hurar_giga_two_small_rooms_kitchen_bath_laundry-16057168-339-4.html,Flat,14000,DHA Defence,Islamabad,1,2.7,735.08,1
3203,https://www.zameen.com/Property/f_8_the_centaurus_brand_new_and_luxury_fully_furnished_01_bed_apartment_at_the_centaurus_mall-16057237-8349-4.html,Flat,130000,F-8,Islamabad,1,3.9,1061.78,1
3204,https://www.zameen.com/Property/islamabad_e_11_3_proper_bed_rooms_new_apartment_for_rent_near_blessings_marque-16059224-329-4.html,Flat,70000,E-11,Islamabad,3,10.0,2722.51,3
3205,https://www.zameen.com/Property/islamabad_e_11_one_bed_brand_new_fully_furnished_flat_for_rent_in_e_11_islamabad-16060135-329-4.html,Flat,36000,E-11,Islamabad,1,2.9,789.53,1
3206,https://www.zameen.com/Property/gulberg_gulberg_greens_2_bed_flat_for_sale_gulberg_green_islamabad_business_park_installments_invest_in_your_future-16063279-8312-1.html,Flat,6622000,Gulberg,Islamabad,2,4.2,1143.45,2
3207,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_pair_apartments_for_sale-16063379-9914-1.html,Flat,4200000,DHA Defence,Islamabad,2,5.1,1388.48,2
3208,https://www.zameen.com/Property/gulberg_gulberg_apex_business_avenue_gulberg_twin_towers_luxury_apartment_is_available_for_sale-16069144-11713-1.html,Flat,5150000,Gulberg,Islamabad,0,2.7,735.08,1
3209,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_ii_3_bed_apartment_in_warda_hamna_2-16070110-9613-1.html,Flat,22500000,G-11,Islamabad,3,8.7,2368.58,3
3210,https://www.zameen.com/Property/islamabad_f_11_al_safa_highties__2__flat_for_sale-16074048-163-1.html,Flat,11000000,F-11,Islamabad,2,7.8,2123.56,2
3211,https://www.zameen.com/Property/islamabad_f_11_karakrom__enclave_flat_for_sale-16074090-163-1.html,Flat,49000000,F-11,Islamabad,4,17.8,4846.07,4
3212,https://www.zameen.com/Property/islamabad_others_luxery_suits_available_on_instalment_at_gt_road_near_giga_mallsuits_available_on_instalment_at_gt_road_near_giga_mall-16074259-356-1.html,Flat,7320000,Others,Islamabad,0,2.7,735.08,0
3213,https://www.zameen.com/Property/islamabad_g_15_flat_available_for_sale_in_g_15-16074904-764-1.html,Flat,3200000,G-15,Islamabad,1,2.6,707.85,2
3214,https://www.zameen.com/Property/islamabad_e_11_margalla_hills_international_flat_is_available_for_sale-16075031-329-1.html,Flat,18000000,E-11,Islamabad,4,8.4,2286.91,3
3215,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_others_apartment_is_available_for_sale_in_gulberg_islamabad-16076413-8318-1.html,Flat,12000000,Gulberg,Islamabad,3,6.0,1633.51,3
3216,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_lignum_1_bed_for_sale-16078033-9913-1.html,Flat,4600000,DHA Defence,Islamabad,1,4.3,1170.68,1
3217,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_2_bed_apartment_for_sale-16078978-9615-1.html,Flat,7500000,DHA Defence,Islamabad,2,6.8,1851.31,2
3218,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_bed_apartment_at_investor_price_for_sale-16080382-1705-1.html,Flat,3500000,Bahria Town,Islamabad,1,2.0,544.5,1
3219,https://www.zameen.com/Property/dha_defence_phase_1_business_bay_dha_easy_installment_plan_flat_available_defence_islamabad_with_lift_for_sale-16080650-8422-1.html,Flat,13000000,DHA Defence,Islamabad,4,8.9,2423.03,3
3220,https://www.zameen.com/Property/islamabad_f_8_flat_is_available_for_sale-16081579-166-1.html,Flat,32500000,F-8,Islamabad,3,5.1,1388.48,2
3221,https://www.zameen.com/Property/f_8_the_centaurus_property_links_offering_a_super_luxury_2_beds_furnished_apartment_for_sale_in_centaurus_islamabad-16083971-8349-1.html,Flat,47000000,F-8,Islamabad,2,4.9,1334.03,2
3222,https://www.zameen.com/Property/islamabad_islamabad_expressway_2_bed_1st_floor_spring_apartment_for_sale-16084129-9014-1.html,Flat,8500000,Islamabad Expressway,Islamabad,2,5.1,1388.48,2
3223,https://www.zameen.com/Property/gulberg_gulberg_greens_1_bed_flat_for_sale_executive_location_for_investment-16084792-8312-1.html,Flat,3045000,Gulberg,Islamabad,1,1.9,517.28,1
3224,https://www.zameen.com/Property/islamabad_f_11_f11_markaz_1_bed_studio_apartment_for_sale-16084860-163-1.html,Flat,9500000,F-11,Islamabad,2,4.4,1197.9,1
3225,https://www.zameen.com/Property/islamabad_e_11_apartment_for_sale_in_e_11-16086348-329-1.html,Flat,6500000,E-11,Islamabad,2,4.2,1143.45,2
3226,https://www.zameen.com/Property/islamabad_e_11_3_bed_apartment_for_sale_in_e_11-16086363-329-1.html,Flat,9200000,E-11,Islamabad,3,6.2,1687.96,3
3227,https://www.zameen.com/Property/islamabad_h_13_apartment_is_available_for_sale-16086793-1039-1.html,Flat,7200000,H-13,Islamabad,2,4.3,1170.68,2
3228,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_three_bedroom_apartment_for_sale-16087890-9914-1.html,Flat,7600000,DHA Defence,Islamabad,4,6.7,1824.08,3
3229,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_2_3_bed_3rd_floor_apartment__for_sale_in_askari_tower_2_dha_phase_ii_islamabad-16088355-11905-1.html,Flat,17500000,DHA Defence,Islamabad,3,11.8,3212.56,3
3230,https://www.zameen.com/Property/islamabad_e_11_flat_for_sale_in_e_11-16088940-329-1.html,Flat,9500000,E-11,Islamabad,3,6.2,1687.96,3
3231,https://www.zameen.com/Property/islamabad_national_police_foundation_o_9_flat_for_sale-16089310-331-1.html,Flat,2000000,National Police Foundation O-9,Islamabad,1,1.1,299.48,1
3232,https://www.zameen.com/Property/islamabad_f_11_f_11_abu_dhabi_tower_one_bed_room_fully_furnished_studio-16063273-163-4.html,Flat,42000,F-11,Islamabad,1,3.3,898.43,1
3233,https://www.zameen.com/Property/f_11_f_11_1_fully_furnished_flat_for_rent-16072573-3282-4.html,Flat,150000,F-11,Islamabad,4,12.0,3267.01,4
3234,https://www.zameen.com/Property/f_11_f_11_1_fully_furnished_flat_for_rent-16073294-3282-4.html,Flat,125000,F-11,Islamabad,4,10.2,2776.96,3
3235,https://www.zameen.com/Property/e_11_2_khudadad_heights_single_room_flat_for_rent_in_e_11-16074810-11524-4.html,Flat,15000,E-11,Islamabad,1,1.3,353.93,0
3236,https://www.zameen.com/Property/islamabad_g_15_flat_for_rent_in__g_15__rs_18000__-16075576-764-4.html,Flat,18000,G-15,Islamabad,2,4.4,1197.9,2
3237,https://www.zameen.com/Property/islamabad_ibn_e_sina_road_3_bed_2_bed_flat_available_for_rent_in_even_for_executive_bachelor-16076257-3453-4.html,Flat,35000,Ibn-e-Sina Road,Islamabad,2,4.9,1334.03,3
3238,https://www.zameen.com/Property/i_8_i_8_4_i_8_4_pakeeza_market_commercial_flat_available_for_residential_use-16077421-3444-4.html,Flat,32000,I-8,Islamabad,2,4.4,1197.9,2
3239,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_tv_lounge_apartment_for_rent_in_defence_residency_al_ghurair_giga_near_giga_mall_dha_2_islamabad-16077584-9914-4.html,Flat,16000,DHA Defence,Islamabad,2,3.6,980.1,2
3240,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_deawing_room_appartment_for_rent_in_defence_residency_al_ghurai_giga_near_giga_mall_dha_2_islamabad-16078678-9914-4.html,Flat,20000,DHA Defence,Islamabad,3,3.6,980.1,2
3241,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_askari_tower_1_3_bedroom_apartment_for_rent-16079029-10663-4.html,Flat,44000,DHA Defence,Islamabad,4,10.0,2722.51,3
3242,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_ii_g_11__warda_hamna_residencia_flat_for_rent-16081014-9613-4.html,Flat,55000,G-11,Islamabad,2,7.1,1932.98,2
3243,https://www.zameen.com/Property/islamabad_f_11_beautiful_flat_for_rent-16083395-163-4.html,Flat,60000,F-11,Islamabad,2,7.3,1987.43,2
3244,https://www.zameen.com/Property/islamabad_f_10_luxury_apartment_for_rent-16083679-162-4.html,Flat,150000,F-10,Islamabad,3,10.0,2722.51,2
3245,https://www.zameen.com/Property/f_11_f_11_markaz_unfinished_apartment_for_rent-16083901-3286-4.html,Flat,60000,F-11,Islamabad,3,9.0,2450.26,3
3246,https://www.zameen.com/Property/islamabad_bahria_town_2_bedroom_fully_furnished_apartment_in_bahria_town_apartment-16084588-383-4.html,Flat,50000,Bahria Town,Islamabad,2,4.4,1197.9,2
3247,https://www.zameen.com/Property/islamabad_bahria_town_one_bedroom_fully_furnished_luxury_apartment_for_rent_bahria_town-16084677-383-4.html,Flat,40000,Bahria Town,Islamabad,1,2.4,653.4,1
3248,https://www.zameen.com/Property/islamabad_g_15_2_bed_flat_available_for_rent_in_g_15_islamabad-16086074-764-4.html,Flat,16000,G-15,Islamabad,2,3.1,843.98,2
3249,https://www.zameen.com/Property/islamabad_soan_garden_2_bed_family_flat__first_floor__for_rent_in_soan_garden-16088207-338-4.html,Flat,15000,Soan Garden,Islamabad,2,4.4,1197.9,2
3250,https://www.zameen.com/Property/islamabad_top_city_1_furnished_flats_long_short_term_rent-16090387-1383-4.html,Flat,80000,Top City 1,Islamabad,2,7.1,1932.98,2
3251,https://www.zameen.com/Property/e_11_e_11_1_fully_furnished_apartment_for_rent_in_e_11-16090649-3230-4.html,Flat,40000,E-11,Islamabad,2,3.8,1034.55,2
3252,https://www.zameen.com/Property/islamabad_pir_sohawa_apartments_for_sale__1_master_bedroom_big_tv_lounge-16091996-8530-1.html,Flat,4800000,Pir Sohawa,Islamabad,1,4.4,1197.9,1
3253,https://www.zameen.com/Property/islamabad_blue_area_islamabad_most_prime_location_flat_for_sale-16092658-157-1.html,Flat,48000000,Blue Area,Islamabad,2,8.0,2178.01,3
3254,https://www.zameen.com/Property/islamabad_g_11_d_type_ground_floor_flat_for_sale-16093186-168-1.html,Flat,8500000,G-11,Islamabad,2,4.2,1143.45,2
3255,https://www.zameen.com/Property/islamabad_f_11_apartment_is_available_for_sale_executive_heights_f_11-16102550-163-1.html,Flat,30000000,F-11,Islamabad,3,9.1,2477.48,3
3256,https://www.zameen.com/Property/f_11_f_11_markaz_2_bedroom_furnished_apartment_in_f_11-16105245-3286-1.html,Flat,12500000,F-11,Islamabad,2,5.0,1361.25,2
3257,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_2_4th_floor_flat_is_available_for_sale-16106755-11905-1.html,Flat,17500000,DHA Defence,Islamabad,0,10.0,2722.51,3
3258,https://www.zameen.com/Property/g_11_g_11_3_pha_flat_for_sale-16106795-3332-1.html,Flat,8000000,G-11,Islamabad,2,7.0,1905.76,3
3259,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_2_bed_apartment_for_sale_in_gulberg_heights_islamabad_1360_sq_ft-16108915-8313-1.html,Flat,4400000,Gulberg,Islamabad,2,6.0,1633.51,2
3260,https://www.zameen.com/Property/g_15_zarkon_heights_apartment_available_for_sale_in_block_a-16109894-10169-1.html,Flat,8500000,G-15,Islamabad,2,4.8,1306.8,2
3261,https://www.zameen.com/Property/g_15_zarkon_heights_apartment_available_for_sale_in_block_a-16109896-10169-1.html,Flat,8500000,G-15,Islamabad,2,4.8,1306.8,2
3262,https://www.zameen.com/Property/b_17_mpchs_multi_gardens_luxury_apartments__for_sale_at_very_reasonable_installments_at_prime_location_of_mpcs_sector_b_17-16112089-3115-1.html,Flat,7000000,B-17,Islamabad,3,6.2,1687.96,3
3263,https://www.zameen.com/Property/islamabad_h_13_invest_near_to_islamabad_blessing_tower_h_13_flat_for_sale-16119169-1039-1.html,Flat,1499000,H-13,Islamabad,1,1.8,490.05,1
3264,https://www.zameen.com/Property/islamabad_pwd_road_flat_for_sale-16122451-10652-1.html,Flat,3100000,PWD Road,Islamabad,2,3.0,816.75,2
3265,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_d_2_bed_apartment_for_sale_on_easy_installments-16123283-8316-1.html,Flat,2729000,Gulberg,Islamabad,2,5.1,1388.48,2
3266,https://www.zameen.com/Property/g_11_g_11_4_pha_flat_d_type_for_sale-16124091-3333-1.html,Flat,7400000,G-11,Islamabad,2,4.0,1089.0,2
3267,https://www.zameen.com/Property/e_11_e_11_4_flat_is_available_for_sale-16124857-3241-1.html,Flat,4500000,E-11,Islamabad,2,5.3,1442.93,2
3268,https://www.zameen.com/Property/f_11_f_11_markaz_2_beds_apartment_in_f_11_islamabad-16125353-3286-1.html,Flat,13000000,F-11,Islamabad,2,6.4,1742.41,2
3269,https://www.zameen.com/Property/islamabad_gulberg_al_kamal_height_gulberg_green_available_for_sale_on_easy_installment_plan-16125563-1682-1.html,Flat,4100000,Gulberg,Islamabad,1,2.5,680.63,1
3270,https://www.zameen.com/Property/g_11_g_11_4_top_floor_apartment_is_available_for_sale-16126484-3333-1.html,Flat,7500000,G-11,Islamabad,2,4.7,1279.58,2
3271,https://www.zameen.com/Property/g_10_g_10_markaz_900_square_feet_first_floor_pha_flat_for_rent_bachelor-16091922-3328-4.html,Flat,28000,G-10,Islamabad,2,4.0,1089.0,2
3272,https://www.zameen.com/Property/islamabad_islamabad_expressway_luxury_apartment_is_available_for_rent-16093500-9014-4.html,Flat,25000,Islamabad Expressway,Islamabad,2,5.3,1442.93,2
3273,https://www.zameen.com/Property/islamabad_e_11_corner_flat_with_two_bed_room_attached_bathtv_lounge__kitchen_for_rent-16099839-329-4.html,Flat,30000,E-11,Islamabad,2,3.8,1034.55,2
3274,https://www.zameen.com/Property/h_12_meher_apartments_mehar_apartments_for_rent-16101289-11052-4.html,Flat,35000,H-12,Islamabad,2,5.0,1361.25,2
3275,https://www.zameen.com/Property/islamabad_e_11_flat_for_rent_in_e_11-16105399-329-4.html,Flat,45000,E-11,Islamabad,3,7.0,1905.76,3
3276,https://www.zameen.com/Property/islamabad_e_11_flat_for_rent_in_e_11-16106116-329-4.html,Flat,25000,E-11,Islamabad,1,2.2,598.95,1
3277,https://www.zameen.com/Property/islamabad_e_11_2_bed_flat_for_rent_in_e_11-16106293-329-4.html,Flat,30000,E-11,Islamabad,0,3.6,980.1,0
3278,https://www.zameen.com/Property/e_11_e_11_2_furnished_flat_for_rent-16107082-3233-4.html,Flat,35000,E-11,Islamabad,1,2.2,598.95,1
